net	instance_name	print_name	bom_line_number	mfg	mpn	item_type	parent_instance	location_type	segment_group	segment_order	connector_group	channel_group	circuit_id	circuit_port_number	node_at_end_a	node_at_end_b	print_name_at_end_a	print_name_at_end_b	parent_csys_instance_name	parent_csys_outputcsys_name	translate_x	translate_y	rotate_csys	absolute_rotation	csys_children	cable_group	cable_container	cable_identifier	length	diameter	appearance	note_type	note_number	note_parent	note_text	note_affected_instances	lib_repo	lib_subpath	lib_desc	lib_latest_rev	lib_rev_used_here	lib_status	lib_releaseticket	lib_datestarted	lib_datemodified	lib_datereleased	lib_drawnby	lib_checkedby	project_editable_lib_modified	lib_build_notes	lib_tools	this_instance_mating_device_refdes	this_instance_mating_device_connector	this_instance_mating_device_connector_mpn	this_net_from_device_refdes	this_net_from_device_channel_id	this_net_from_device_connector_name	this_net_to_device_refdes	this_net_to_device_channel_id	this_net_to_device_connector_name	this_channel_from_device_refdes	this_channel_from_device_channel_id	this_channel_to_device_refdes	this_channel_to_device_channel_id	this_channel_from_channel_type	this_channel_to_channel_type	signal_of_channel_type	debug	debug_cutoff
/OUTPUT_SNK	X1.B.11					connector_cavity	X1.B.conn	node			X1.B		27	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	PREAMP1.in1.1					connector_cavity	PREAMP1.in1.conn	node			PREAMP1.in1		27	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	circuit-27	chassis of MIC3.out1-shield <-> PREAMP1.in1-shield				circuit						channel-MIC3.out1-shield-PREAMP1.in1-shield	27		X1.B.11	PREAMP1.in1.1																																							X1	ch1-shield	B	PREAMP1	in1-shield	in1	MIC3	out1-shield	PREAMP1	in1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	/OUTPUT_SNK:channel-MIC3.out1-shield-PREAMP1.in1-shield	MIC3.out1-shield <-> PREAMP1.in1-shield				net-channel	channel-MIC3.out1-shield-PREAMP1.in1-shield	segment				channel-MIC3.out1-shield-PREAMP1.in1-shield			X1.B.11	PREAMP1.in1.1	ch1-shield	in1-shield													{'base_color': '#4039A1'}																								X1	ch1-shield	B	PREAMP1	in1-shield	in1	MIC3	out1-shield	PREAMP1	in1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/MIC_CABLE_1	conductor-0					conductor	cable-1	segment				channel-MIC2.out1-PREAMP1.in2	0	1	MIC2.out1.2	X2.A.24										cable-1	pair_1	white			{'base_color':'white','outline_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:195 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-1					conductor	cable-9	segment				channel-MIC2.out1-PREAMP1.in2	1	1	X2.B.24	X1.A.24										cable-9	pair_1	white			{'base_color':'white','outline_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:195 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-2					conductor	cable-17	segment				channel-MIC2.out1-PREAMP1.in2	2	1	X1.B.24	PREAMP1.in2.2										cable-17	pair_1	white			{'base_color':'white','outline_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:195 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/MIC_CABLE_1	conductor-3					conductor	cable-1	segment				channel-MIC2.out1-PREAMP1.in2	3	1	MIC2.out1.3	X2.A.12										cable-1	pair_1	black			{'base_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-4					conductor	cable-9	segment				channel-MIC2.out1-PREAMP1.in2	4	1	X2.B.12	X1.A.12										cable-9	pair_1	black			{'base_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-5					conductor	cable-17	segment				channel-MIC2.out1-PREAMP1.in2	5	1	X1.B.12	PREAMP1.in2.3										cable-17	pair_1	black			{'base_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-6					conductor	cable-10	segment				channel-MIC100.out1-PREAMP1.in1	6	1	MIC100.out1.2	X1.A.10										cable-10	pair_1	white			{'base_color':'white','outline_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:195 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-7					conductor	cable-18	segment				channel-MIC100.out1-PREAMP1.in1	7	1	X1.B.10	PREAMP1.in1.2										cable-18	pair_1	white			{'base_color':'white','outline_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:195 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-8					conductor	cable-10	segment				channel-MIC100.out1-PREAMP1.in1	8	1	MIC100.out1.3	X1.A.23										cable-10	pair_1	black			{'base_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-9					conductor	cable-18	segment				channel-MIC100.out1-PREAMP1.in1	9	1	X1.B.23	PREAMP1.in1.3										cable-18	pair_1	black			{'base_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-10					conductor		segment				channel-MIC100.out1-shield-MIC2.out1-shield	10	1	MIC100.out1.1	X2.B.25																																																	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:107 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/MIC_CABLE_1	conductor-11					conductor		segment				channel-MIC100.out1-shield-MIC2.out1-shield	11	1	X2.A.25	MIC2.out1.1																																																	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:107 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-12					conductor		segment				channel-PREAMP1.in2-shield-PREAMP2.in1-shield	12	1	PREAMP1.in2.1	PREAMP2.in1.1																																																	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:107 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-13					conductor	cable-21	segment				channel-PREAMP2.in2-VOCAL1.out1	13	1	PREAMP2.in2.2	X1.B.21										cable-21	pair_1	white			{'base_color':'white','outline_color':'black'}																																		(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:195 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-14					conductor	cable-13	segment				channel-PREAMP2.in2-VOCAL1.out1	14	1	X1.A.21	VOCAL1.out1.2										cable-13	pair_1	white			{'base_color':'white','outline_color':'black'}																																		(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:195 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-15					conductor	cable-21	segment				channel-PREAMP2.in2-VOCAL1.out1	15	1	PREAMP2.in2.3	X1.B.9										cable-21	pair_1	black			{'base_color':'black'}																																		(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-16					conductor	cable-13	segment				channel-PREAMP2.in2-VOCAL1.out1	16	1	X1.A.9	VOCAL1.out1.3										cable-13	pair_1	black			{'base_color':'black'}																																		(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-17					conductor		segment				channel-PREAMP2.in2-shield-VOCAL1.out1-shield	17	1	PREAMP2.in2.1	X1.B.25																																																	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:107 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-18					conductor		segment				channel-PREAMP2.in2-shield-VOCAL1.out1-shield	18	1	X1.A.25	VOCAL1.out1.1																																																	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:107 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	conductor-19					conductor	cable-31	segment				channel-MIC3.out1-PREAMP2.in1	19	1	MIC3.out1.2	X3.A.24										cable-31	pair_1	white			{'base_color':'white','outline_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:195 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-20					conductor	cable-15	segment				channel-MIC3.out1-PREAMP2.in1	20	1	X3.B.24	X1.A.7										cable-15	pair_1	white			{'base_color':'white','outline_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:195 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-21					conductor	cable-23	segment				channel-MIC3.out1-PREAMP2.in1	21	1	X1.B.7	PREAMP2.in1.2										cable-23	pair_1	white			{'base_color':'white','outline_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:195 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	conductor-22					conductor	cable-31	segment				channel-MIC3.out1-PREAMP2.in1	22	1	MIC3.out1.3	X3.A.12										cable-31	pair_1	black			{'base_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-23					conductor	cable-15	segment				channel-MIC3.out1-PREAMP2.in1	23	1	X3.B.12	X1.A.20										cable-15	pair_1	black			{'base_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-24					conductor	cable-23	segment				channel-MIC3.out1-PREAMP2.in1	24	1	X1.B.20	PREAMP2.in1.3										cable-23	pair_1	black			{'base_color':'black'}																																		(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:316 in assign_cable_conductor() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	conductor-25					conductor		segment				channel-MIC3.out1-shield-PREAMP1.in1-shield	25	1	MIC3.out1.1	X3.A.25																																																	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:107 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/INPUT_SNK	conductor-26					conductor		segment				channel-MIC3.out1-shield-PREAMP1.in1-shield	26	1	X3.B.25	X1.A.11																																																	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:107 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	conductor-27					conductor		segment				channel-MIC3.out1-shield-PREAMP1.in1-shield	27	1	X1.B.11	PREAMP1.in1.1																																																	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:107 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/MIC_CABLE_1	cable-1				8762 0602000	cable		segment																	{}	cable-1											/Users/kenyonshutt/Documents/GitHub/harnice/library_public	belden	SHIELDED TWISTED PAIR	1	1			10/18/25	11/17/25		K SHUTT		False	[]	[]																	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:288 in assign_cable_conductor() -> library_utils.py:241 in pull() -> instances_list.py:161 in modify()	 
/INPUT_SNK	cable-9				8762 0602000	cable		segment																	{}	cable-9											/Users/kenyonshutt/Documents/GitHub/harnice/library_public	belden	SHIELDED TWISTED PAIR	1	1			10/18/25	11/17/25		K SHUTT		False	[]	[]																	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:288 in assign_cable_conductor() -> library_utils.py:241 in pull() -> instances_list.py:161 in modify()	 
/INPUT_SNK	cable-10				8762 0602000	cable		segment																	{}	cable-10											/Users/kenyonshutt/Documents/GitHub/harnice/library_public	belden	SHIELDED TWISTED PAIR	1	1			10/18/25	11/17/25		K SHUTT		False	[]	[]																	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:288 in assign_cable_conductor() -> library_utils.py:241 in pull() -> instances_list.py:161 in modify()	 
/INPUT_SNK	cable-13				8762 0602000	cable		segment																	{}	cable-13											/Users/kenyonshutt/Documents/GitHub/harnice/library_public	belden	SHIELDED TWISTED PAIR	1	1			10/18/25	11/17/25		K SHUTT		False	[]	[]																	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:288 in assign_cable_conductor() -> library_utils.py:241 in pull() -> instances_list.py:161 in modify()	 
/INPUT_SNK	cable-15				8762 0602000	cable		segment																	{}	cable-15											/Users/kenyonshutt/Documents/GitHub/harnice/library_public	belden	SHIELDED TWISTED PAIR	1	1			10/18/25	11/17/25		K SHUTT		False	[]	[]																	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:288 in assign_cable_conductor() -> library_utils.py:241 in pull() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	cable-17				8762 0602000	cable		segment																	{}	cable-17											/Users/kenyonshutt/Documents/GitHub/harnice/library_public	belden	SHIELDED TWISTED PAIR	1	1			10/18/25	11/17/25		K SHUTT		False	[]	[]																	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:288 in assign_cable_conductor() -> library_utils.py:241 in pull() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	cable-18				8762 0602000	cable		segment																	{}	cable-18											/Users/kenyonshutt/Documents/GitHub/harnice/library_public	belden	SHIELDED TWISTED PAIR	1	1			10/18/25	11/17/25		K SHUTT		False	[]	[]																	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:288 in assign_cable_conductor() -> library_utils.py:241 in pull() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	cable-21				8762 0602000	cable		segment																	{}	cable-21											/Users/kenyonshutt/Documents/GitHub/harnice/library_public	belden	SHIELDED TWISTED PAIR	1	1			10/18/25	11/17/25		K SHUTT		False	[]	[]																	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:288 in assign_cable_conductor() -> library_utils.py:241 in pull() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	cable-23				8762 0602000	cable		segment																	{}	cable-23											/Users/kenyonshutt/Documents/GitHub/harnice/library_public	belden	SHIELDED TWISTED PAIR	1	1			10/18/25	11/17/25		K SHUTT		False	[]	[]																	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:288 in assign_cable_conductor() -> library_utils.py:241 in pull() -> instances_list.py:161 in modify()	 
/MIC_CABLE_2	cable-31				8762 0602000	cable		segment																	{}	cable-31											/Users/kenyonshutt/Documents/GitHub/harnice/library_public	belden	SHIELDED TWISTED PAIR	1	1			10/18/25	11/17/25		K SHUTT		False	[]	[]																	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:203 in <module>() -> circuit_utils.py:288 in assign_cable_conductor() -> library_utils.py:241 in pull() -> instances_list.py:161 in modify()	 
